Match_ID,Season,Match_Date,Opponent,Venue,Home_Away,Innings,Batting_Position,Runs,Balls,Fours,Sixes,Strike_Rate,Dismissal,Catches,Wickets,Result,Player_of_the_Match,Boundary_Runs,Running_Runs,Performance
102479,2013,2010-01-31,RR,Mumbai,Home,2,2,12,2,3,0,600.0,Stumped,2,0,Loss,No,12,0,Low
102480,2018,2013-02-25,GT,Mumbai,Away,1,3,35,46,7,1,76.08695652173914,Caught,0,0,Win,Yes,34,1,Good
102481,2025,2018-06-17,DC,Bengaluru,Away,1,1,20,7,1,3,285.7142857142857,Not Out,1,3,Loss,Yes,22,0,Low
102482,2016,2010-03-20,PBKS,Lucknow,Away,2,6,37,7,2,5,528.5714285714286,Not Out,3,5,Win,Yes,38,0,Good
102483,2021,2020-07-01,MI,Bengaluru,Home,2,5,38,61,7,0,62.295081967213115,LBW,0,1,Win,Yes,28,10,Good
102484,2018,2021-01-31,SRH,Bengaluru,Home,2,7,39,31,3,0,125.80645161290323,LBW,4,2,Win,No,12,27,Good
102485,2019,2018-04-15,MI,Kolkata,Home,1,3,86,26,1,6,330.7692307692308,Run Out,4,0,Loss,Yes,40,46,Half Century
102486,2013,2024-10-05,PBKS,Mumbai,Home,2,4,24,4,0,3,600.0,Stumped,4,4,Loss,No,18,6,Low
102487,2018,2015-12-08,LSG,Jaipur,Home,2,5,15,76,2,1,19.736842105263158,Bowled,2,0,Win,No,14,1,Low
102488,2021,2022-03-31,PBKS,Hyderabad,Home,1,1,66,58,5,8,113.79310344827587,LBW,2,3,Win,Yes,68,0,Half Century
102489,2017,2026-02-01,DC,Lucknow,Away,2,4,63,42,8,6,150.0,LBW,0,1,Win,No,68,0,Half Century
102490,2014,2021-03-03,PBKS,Mumbai,Away,2,5,17,49,3,1,34.69387755102041,Not Out,3,0,Loss,No,18,0,Low
102491,2022,2014-05-14,CSK,Mumbai,Home,2,1,3,51,0,0,5.88235294117647,Not Out,2,3,Win,No,0,3,Low
102492,2025,2022-01-01,RR,Kolkata,Away,1,5,0,61,0,0,0.0,Hit Wicket,2,1,Win,No,0,0,Low
102493,2016,2016-04-15,LSG,Chennai,Away,1,3,58,32,0,4,181.25,Run Out,0,3,Win,No,24,34,Half Century
102494,2019,2009-10-29,LSG,Ahmedabad,Away,1,2,33,51,2,3,64.70588235294117,Hit Wicket,4,5,Win,Yes,26,7,Good
102495,2023,2012-12-19,RR,Ahmedabad,Home,1,1,4,19,0,0,21.052631578947366,Not Out,1,1,Loss,No,0,4,Low
102496,2024,2021-03-20,RR,Dharamsala,Home,2,2,69,48,7,2,143.75,Hit Wicket,2,5,Loss,No,40,29,Half Century
102497,2008,2008-06-13,LSG,Bengaluru,Away,1,1,40,63,10,4,63.49206349206349,LBW,1,0,Win,Yes,64,0,Good
102498,2020,2015-11-19,DC,Chennai,Away,2,7,20,56,5,2,35.714285714285715,Hit Wicket,4,4,Loss,Yes,32,0,Low
102499,2023,2009-04-09,SRH,Bengaluru,Home,1,1,32,64,4,1,50.0,Hit Wicket,3,1,Loss,Yes,22,10,Good
102500,2023,2015-03-23,PBKS,Kolkata,Away,2,2,56,72,7,1,77.77777777777779,Run Out,3,5,Win,Yes,34,22,Half Century
102501,2019,2019-01-06,GT,Delhi,Home,1,5,34,42,8,3,80.95238095238095,LBW,0,3,Loss,No,50,0,Good
102502,2010,2014-06-11,KKR,Ahmedabad,Away,2,6,56,30,10,1,186.66666666666666,Bowled,0,2,Loss,Yes,46,10,Half Century
102503,2016,2023-09-07,KKR,Mumbai,Home,2,1,39,18,9,6,216.66666666666666,Not Out,1,4,Win,Yes,72,0,Good
102504,2022,2023-12-19,CSK,Kolkata,Home,2,7,6,1,1,1,600.0,Run Out,2,4,Loss,No,10,0,Low
102505,2010,2016-06-11,PBKS,Mumbai,Away,2,1,20,49,3,1,40.816326530612244,Stumped,0,4,Loss,No,18,2,Low
102506,2022,2022-12-09,SRH,Ahmedabad,Away,2,4,46,52,5,7,88.46153846153845,Hit Wicket,3,5,Loss,No,62,0,Good
102507,2020,2009-05-06,LSG,Jaipur,Home,2,3,0,2,0,0,0.0,LBW,3,4,Win,Yes,0,0,Low
102508,2023,2016-06-14,MI,Delhi,Away,1,4,34,68,2,4,50.0,Run Out,4,4,Loss,No,32,2,Good
102509,2016,2011-06-23,KKR,Bengaluru,Away,2,2,24,10,5,0,240.0,Hit Wicket,4,3,Win,No,20,4,Low
102510,2016,2009-01-27,MI,Hyderabad,Away,1,5,9,18,1,1,50.0,Bowled,1,3,Win,Yes,10,0,Low
102511,2016,2013-11-02,MI,Kolkata,Home,1,1,4,70,0,0,5.714285714285714,Hit Wicket,0,0,Loss,Yes,0,4,Low
102512,2020,2016-03-24,PBKS,Lucknow,Away,2,6,0,44,0,0,0.0,LBW,1,2,Win,No,0,0,Low
102513,2011,2016-01-01,CSK,Delhi,Home,2,2,0,53,0,0,0.0,Caught,4,5,Loss,Yes,0,0,Low
102514,2024,2018-07-12,CSK,Kolkata,Away,1,2,2,45,0,0,4.444444444444445,Hit Wicket,3,4,Loss,No,0,2,Low
102515,2016,2009-10-29,GT,Lucknow,Home,1,6,55,42,0,1,130.95238095238096,Hit Wicket,4,4,Loss,Yes,6,49,Half Century
102516,2016,2017-10-26,PBKS,Ahmedabad,Away,1,3,27,22,4,1,122.72727272727273,Run Out,4,3,Loss,Yes,22,5,Low
102517,2023,2021-07-11,GT,Kolkata,Away,2,6,0,62,0,0,0.0,Hit Wicket,1,0,Win,Yes,0,0,Low
102518,2018,2024-06-13,KKR,Bengaluru,Home,2,1,18,70,3,1,25.71428571428571,Stumped,1,0,Win,Yes,18,0,Low
102519,2016,2016-03-09,SRH,Chennai,Away,2,4,22,35,0,0,62.857142857142854,Bowled,2,3,Win,Yes,0,22,Low
102520,2019,2009-02-10,LSG,Chennai,Away,1,2,41,25,2,3,164.0,LBW,2,1,Win,Yes,26,15,Good
102521,2009,2022-09-21,GT,Jaipur,Away,1,1,36,77,1,5,46.75324675324675,LBW,1,2,Loss,Yes,34,2,Good
102522,2019,2009-05-26,GT,Delhi,Away,2,1,0,2,0,0,0.0,Caught,4,1,Win,No,0,0,Low
102523,2016,2008-05-20,PBKS,Kolkata,Home,1,2,24,4,3,0,600.0,Stumped,4,5,Loss,Yes,12,12,Low
102524,2012,2025-04-06,GT,Ahmedabad,Home,2,4,33,63,6,2,52.38095238095239,Caught,2,2,Loss,Yes,36,0,Good
102525,2022,2016-04-20,GT,Kolkata,Away,2,4,16,42,2,1,38.095238095238095,Run Out,1,0,Win,No,14,2,Low
102526,2015,2021-04-22,DC,Dharamsala,Home,1,7,81,78,8,2,103.84615384615385,Caught,0,3,Loss,Yes,44,37,Half Century
102527,2011,2012-12-14,PBKS,Kolkata,Home,2,3,47,73,9,5,64.38356164383562,Run Out,1,4,Win,Yes,66,0,Good
102528,2010,2011-04-01,MI,Kolkata,Away,1,3,39,15,9,0,260.0,Not Out,3,1,Loss,No,36,3,Good
102529,2022,2023-04-11,CSK,Delhi,Home,2,7,37,11,2,1,336.3636363636364,Not Out,3,0,Win,Yes,14,23,Good
102530,2008,2024-05-18,PBKS,Delhi,Home,2,3,25,51,2,1,49.01960784313725,Bowled,2,3,Win,No,14,11,Low
102531,2010,2013-12-19,KKR,Chennai,Home,2,2,22,8,3,3,275.0,Bowled,4,5,Loss,Yes,30,0,Low
102532,2024,2018-04-19,LSG,Jaipur,Away,2,5,37,14,0,4,264.2857142857143,Bowled,1,1,Win,Yes,24,13,Good
102533,2009,2021-06-25,MI,Bengaluru,Away,2,4,26,28,4,3,92.85714285714286,LBW,3,5,Loss,No,34,0,Low
102534,2025,2017-07-24,CSK,Ahmedabad,Home,2,2,25,71,5,2,35.2112676056338,LBW,0,3,Loss,Yes,32,0,Low
102535,2015,2012-06-01,PBKS,Hyderabad,Away,2,6,51,53,12,1,96.22641509433963,Stumped,2,2,Win,No,54,0,Half Century
102536,2011,2018-09-26,RR,Ahmedabad,Home,2,7,13,41,0,2,31.70731707317073,Run Out,0,2,Loss,No,12,1,Low
102537,2019,2021-04-20,SRH,Jaipur,Away,2,6,12,2,1,2,600.0,Bowled,3,1,Win,No,16,0,Low
102538,2016,2019-11-12,PBKS,Chennai,Home,2,1,12,2,1,0,600.0,LBW,2,1,Loss,No,4,8,Low
102539,2019,2024-06-14,DC,Ahmedabad,Home,2,4,12,30,2,0,40.0,Bowled,1,2,Win,Yes,8,4,Low
102540,2023,2009-05-01,LSG,Mumbai,Home,1,2,37,63,2,1,58.730158730158735,Caught,4,4,Win,No,14,23,Good
102541,2012,2015-04-12,DC,Dharamsala,Home,2,2,18,22,0,2,81.81818181818183,Caught,3,4,Loss,No,12,6,Low
102542,2018,2012-09-27,MI,Lucknow,Away,1,4,21,69,1,2,30.434782608695656,Caught,3,3,Loss,Yes,16,5,Low
102543,2017,2015-02-06,SRH,Hyderabad,Away,2,6,8,49,0,1,16.3265306122449,Bowled,0,5,Loss,Yes,6,2,Low
102544,2019,2024-08-22,MI,Lucknow,Away,2,2,13,43,1,1,30.23255813953488,Hit Wicket,3,5,Win,No,10,3,Low
102545,2020,2020-12-24,KKR,Kolkata,Home,2,6,0,42,0,0,0.0,Not Out,2,5,Win,No,0,0,Low
102546,2009,2024-08-12,PBKS,Ahmedabad,Home,2,4,47,25,10,3,188.0,Run Out,2,2,Win,Yes,58,0,Good
102547,2019,2010-07-17,PBKS,Dharamsala,Away,2,4,0,12,0,0,0.0,Not Out,4,4,Win,No,0,0,Low
102548,2016,2021-11-04,PBKS,Bengaluru,Home,2,5,17,80,2,0,21.25,Run Out,3,4,Win,Yes,8,9,Low
102549,2017,2014-06-03,MI,Lucknow,Home,1,5,53,31,8,0,170.96774193548387,LBW,3,0,Loss,No,32,21,Half Century
102550,2010,2011-04-30,DC,Ahmedabad,Away,1,7,14,78,1,2,17.94871794871795,Caught,4,4,Win,Yes,16,0,Low
102551,2008,2010-01-06,SRH,Kolkata,Home,1,5,36,65,0,5,55.38461538461539,LBW,1,1,Win,Yes,30,6,Good
102552,2010,2012-08-31,DC,Hyderabad,Home,1,2,21,9,2,0,233.33333333333334,Bowled,4,4,Loss,Yes,8,13,Low
102553,2013,2013-10-11,CSK,Lucknow,Away,1,7,50,62,2,5,80.64516129032258,Caught,0,4,Loss,No,38,12,Half Century
102554,2018,2017-03-29,MI,Bengaluru,Home,1,7,73,14,2,7,521.4285714285714,Hit Wicket,2,3,Win,No,50,23,Half Century
102555,2017,2020-03-04,DC,Delhi,Home,2,6,56,66,5,1,84.84848484848484,LBW,2,2,Loss,Yes,26,30,Half Century
102556,2011,2018-09-23,MI,Lucknow,Away,1,2,12,2,1,1,600.0,Hit Wicket,4,1,Loss,Yes,10,2,Low
102557,2009,2022-04-10,DC,Lucknow,Home,1,2,48,70,10,1,68.57142857142857,Run Out,1,1,Win,Yes,46,2,Good
102558,2019,2021-10-04,DC,Chennai,Away,2,2,28,10,3,1,280.0,Run Out,2,5,Win,No,18,10,Low
102559,2012,2022-12-31,MI,Chennai,Home,1,2,52,29,9,5,179.31034482758622,Bowled,2,5,Loss,No,66,0,Half Century
102560,2008,2010-07-28,CSK,Hyderabad,Away,2,7,50,65,1,1,76.92307692307693,Stumped,3,3,Win,Yes,10,40,Half Century
102561,2013,2015-06-21,CSK,Jaipur,Home,1,7,21,65,1,3,32.30769230769231,Bowled,1,3,Win,Yes,22,0,Low
102562,2017,2010-03-04,GT,Jaipur,Home,2,1,18,3,2,0,600.0,Hit Wicket,1,2,Win,Yes,8,10,Low
102563,2018,2008-11-29,GT,Jaipur,Away,1,4,6,1,0,1,600.0,Bowled,3,3,Loss,No,6,0,Low
102564,2021,2018-06-08,GT,Bengaluru,Home,2,4,30,72,3,0,41.66666666666667,Stumped,3,5,Loss,Yes,12,18,Good
102565,2018,2019-09-25,DC,Jaipur,Away,1,4,6,1,1,0,600.0,Stumped,4,3,Win,Yes,4,2,Low
102566,2008,2010-12-09,LSG,Kolkata,Home,1,1,12,2,2,0,600.0,LBW,1,0,Win,No,8,4,Low
102567,2014,2016-11-22,LSG,Bengaluru,Home,1,3,17,80,1,1,21.25,Caught,3,0,Loss,No,10,7,Low
102568,2023,2010-01-14,CSK,Ahmedabad,Home,2,4,23,51,2,2,45.09803921568628,Bowled,4,3,Win,Yes,20,3,Low
102569,2016,2009-07-20,GT,Dharamsala,Home,1,1,16,40,0,0,40.0,Caught,4,4,Win,No,0,16,Low
102570,2018,2023-12-19,SRH,Ahmedabad,Away,2,7,14,60,3,1,23.333333333333332,Bowled,4,0,Loss,No,18,0,Low
102571,2008,2010-06-16,GT,Bengaluru,Home,1,2,17,13,0,1,130.76923076923077,Stumped,0,3,Win,Yes,6,11,Low
102572,2016,2024-01-31,RR,Kolkata,Away,1,4,40,58,8,6,68.96551724137932,LBW,3,1,Win,Yes,68,0,Good
102573,2009,2022-02-20,RR,Dharamsala,Home,1,4,31,69,7,1,44.927536231884055,Run Out,4,2,Win,Yes,34,0,Good
102574,2014,2022-05-24,RR,Ahmedabad,Home,2,5,63,21,8,0,300.0,Stumped,1,4,Loss,Yes,32,31,Half Century
102575,2024,2015-03-18,SRH,Delhi,Away,2,6,50,35,9,8,142.85714285714286,Hit Wicket,2,1,Loss,Yes,84,0,Half Century
102576,2015,2021-10-25,CSK,Lucknow,Away,2,2,53,59,6,2,89.83050847457628,Hit Wicket,3,1,Win,Yes,36,17,Half Century
102577,2017,2008-05-12,SRH,Chennai,Home,1,6,22,14,2,0,157.14285714285714,Caught,2,0,Loss,No,8,14,Low
102578,2014,2014-01-09,RR,Chennai,Away,1,4,42,28,6,2,150.0,Bowled,4,4,Win,No,36,6,Good
102579,2022,2009-01-06,PBKS,Delhi,Away,1,2,12,47,2,0,25.53191489361702,Caught,2,2,Win,No,8,4,Low
102580,2018,2014-03-30,PBKS,Delhi,Away,2,5,61,62,9,2,98.38709677419355,Bowled,4,0,Loss,No,48,13,Half Century
102581,2015,2019-08-21,CSK,Jaipur,Home,2,2,26,21,3,2,123.80952380952381,Stumped,4,3,Loss,No,24,2,Low
102582,2013,2021-06-14,LSG,Ahmedabad,Home,2,6,27,33,3,1,81.81818181818183,LBW,1,2,Win,No,18,9,Low
102583,2015,2008-05-05,MI,Ahmedabad,Away,1,4,30,16,1,4,187.5,Stumped,2,1,Win,Yes,28,2,Good
102584,2018,2018-09-26,LSG,Chennai,Away,1,1,97,42,6,1,230.95238095238093,LBW,4,0,Loss,No,30,67,Half Century
102585,2015,2024-12-14,GT,Lucknow,Away,2,1,21,22,5,0,95.45454545454545,Run Out,3,2,Loss,Yes,20,1,Low
102586,2008,2016-10-06,SRH,Kolkata,Away,1,4,68,40,3,2,170.0,Run Out,4,0,Loss,Yes,24,44,Half Century
102587,2021,2010-01-13,PBKS,Ahmedabad,Home,1,6,26,45,1,2,57.77777777777777,Caught,1,0,Loss,Yes,16,10,Low
102588,2008,2013-12-31,MI,Chennai,Away,1,1,30,22,6,4,136.36363636363635,Caught,1,1,Loss,Yes,48,0,Good
102589,2016,2025-01-22,LSG,Delhi,Home,2,7,58,48,6,6,120.83333333333333,Not Out,4,4,Loss,Yes,60,0,Half Century
102590,2009,2009-09-05,CSK,Delhi,Home,2,1,40,36,4,1,111.11111111111111,Bowled,3,2,Loss,Yes,22,18,Good
102591,2015,2024-02-13,LSG,Hyderabad,Home,2,6,23,46,5,2,50.0,Run Out,4,5,Loss,No,32,0,Low
102592,2021,2013-01-29,GT,Dharamsala,Home,2,4,28,76,3,0,36.84210526315789,Not Out,2,2,Loss,Yes,12,16,Low
102593,2020,2018-03-30,SRH,Bengaluru,Away,1,3,33,40,5,4,82.5,LBW,4,1,Win,No,44,0,Good
102594,2015,2021-01-27,MI,Kolkata,Away,2,3,25,56,5,0,44.642857142857146,Not Out,4,1,Loss,No,20,5,Low
102595,2008,2022-02-21,SRH,Kolkata,Away,1,7,13,40,3,0,32.5,Hit Wicket,2,3,Win,Yes,12,1,Low
102596,2009,2010-04-13,LSG,Delhi,Home,2,7,0,50,0,0,0.0,Caught,2,3,Win,Yes,0,0,Low
102597,2016,2016-01-15,PBKS,Bengaluru,Away,2,7,22,78,2,1,28.205128205128204,Stumped,1,2,Win,No,14,8,Low
102598,2022,2025-06-04,RR,Bengaluru,Away,2,2,20,54,5,2,37.03703703703704,Hit Wicket,3,2,Loss,No,32,0,Low
102599,2012,2015-09-14,CSK,Chennai,Home,1,7,68,43,9,6,158.13953488372093,Caught,4,3,Loss,No,72,0,Half Century
102600,2013,2011-11-01,GT,Dharamsala,Home,2,2,21,80,2,3,26.25,Run Out,1,2,Loss,Yes,26,0,Low
102601,2012,2009-08-24,DC,Lucknow,Away,1,5,35,35,8,2,100.0,Bowled,2,0,Loss,Yes,44,0,Good
102602,2021,2020-12-13,RR,Ahmedabad,Away,2,6,35,29,8,2,120.6896551724138,Run Out,1,0,Win,No,44,0,Good
102603,2013,2022-02-02,PBKS,Hyderabad,Home,2,5,50,40,2,0,125.0,Bowled,0,2,Win,No,8,42,Half Century
102604,2015,2012-11-18,PBKS,Hyderabad,Home,2,2,52,9,8,7,577.7777777777777,Bowled,3,4,Win,No,74,0,Half Century
102605,2019,2021-10-28,DC,Kolkata,Home,1,1,78,37,2,7,210.81081081081078,Bowled,3,0,Win,Yes,50,28,Half Century
102606,2024,2016-09-04,PBKS,Delhi,Home,1,1,67,68,9,3,98.52941176470588,Stumped,3,3,Win,Yes,54,13,Half Century
102607,2010,2013-04-14,GT,Lucknow,Home,2,4,31,21,3,3,147.61904761904762,Hit Wicket,3,3,Loss,No,30,1,Good
102608,2015,2017-08-17,RR,Ahmedabad,Away,1,5,27,40,2,2,67.5,Bowled,2,2,Loss,Yes,20,7,Low
102609,2018,2023-11-26,PBKS,Kolkata,Away,2,3,40,15,6,4,266.66666666666663,Bowled,4,1,Win,Yes,48,0,Good
102610,2025,2022-02-28,KKR,Kolkata,Home,2,3,39,25,1,1,156.0,LBW,0,2,Win,No,10,29,Good
102611,2008,2011-07-05,SRH,Delhi,Home,1,6,60,56,0,6,107.14285714285714,LBW,2,3,Win,No,36,24,Half Century
102612,2017,2019-09-01,GT,Hyderabad,Home,2,6,64,14,13,4,457.1428571428571,Stumped,1,4,Win,No,76,0,Half Century
102613,2022,2013-11-19,MI,Chennai,Away,1,6,16,7,3,0,228.57142857142856,Bowled,1,2,Win,No,12,4,Low
102614,2024,2022-03-15,DC,Ahmedabad,Away,2,5,42,15,2,5,280.0,Not Out,1,4,Win,No,38,4,Good
102615,2019,2010-02-23,SRH,Jaipur,Home,2,3,28,75,6,2,37.333333333333336,Bowled,3,2,Win,Yes,36,0,Low
102616,2008,2014-01-29,CSK,Jaipur,Home,2,5,76,39,4,8,194.87179487179486,LBW,3,3,Loss,No,64,12,Half Century
102617,2008,2025-12-15,CSK,Lucknow,Away,2,4,18,63,0,0,28.57142857142857,Caught,2,5,Win,No,0,18,Low
102618,2023,2011-07-05,RR,Bengaluru,Home,1,6,23,65,5,0,35.38461538461539,Run Out,2,0,Loss,Yes,20,3,Low
102619,2023,2013-09-15,PBKS,Hyderabad,Home,1,5,42,32,10,4,131.25,Hit Wicket,3,0,Win,No,64,0,Good
102620,2016,2016-02-23,GT,Jaipur,Home,1,6,41,63,5,2,65.07936507936508,Hit Wicket,1,5,Win,No,32,9,Good
102621,2023,2023-09-17,LSG,Jaipur,Home,2,3,25,46,3,4,54.347826086956516,Stumped,0,4,Loss,Yes,36,0,Low
102622,2018,2016-06-23,SRH,Hyderabad,Home,1,1,14,54,3,2,25.925925925925924,Run Out,2,4,Win,No,24,0,Low
102623,2016,2017-06-06,MI,Jaipur,Away,2,3,51,41,1,3,124.39024390243902,Bowled,4,1,Win,Yes,22,29,Half Century
102624,2016,2016-08-16,CSK,Lucknow,Home,1,2,50,48,6,6,104.16666666666667,Bowled,4,0,Loss,No,60,0,Half Century
102625,2017,2020-10-23,SRH,Dharamsala,Away,1,4,26,71,6,4,36.61971830985916,Caught,4,5,Loss,Yes,48,0,Low
102626,2009,2016-02-02,KKR,Ahmedabad,Home,1,7,58,34,11,3,170.58823529411765,Bowled,4,3,Loss,Yes,62,0,Half Century
102627,2021,2013-11-29,KKR,Kolkata,Home,1,4,46,16,9,0,287.5,Caught,3,0,Win,No,36,10,Good
102628,2015,2018-10-06,MI,Lucknow,Away,1,7,48,45,3,6,106.66666666666667,Bowled,3,0,Win,Yes,48,0,Good
102629,2021,2012-07-10,RR,Hyderabad,Away,2,6,22,27,3,2,81.48148148148148,Bowled,4,3,Loss,Yes,24,0,Low
102630,2008,2014-12-23,MI,Bengaluru,Home,1,7,19,21,3,1,90.47619047619048,LBW,1,0,Win,No,18,1,Low
102631,2017,2023-11-17,SRH,Kolkata,Away,1,5,28,17,5,3,164.70588235294116,Caught,0,0,Win,Yes,38,0,Low
102632,2021,2023-05-19,RR,Lucknow,Away,1,2,20,18,5,0,111.11111111111111,Stumped,2,4,Win,Yes,20,0,Low
102633,2013,2019-07-26,CSK,Ahmedabad,Away,2,2,86,78,12,6,110.25641025641026,Stumped,3,3,Loss,No,84,2,Half Century
102634,2013,2019-09-02,CSK,Kolkata,Home,1,2,44,54,5,4,81.48148148148148,Stumped,0,2,Loss,Yes,44,0,Good
102635,2013,2023-04-10,PBKS,Bengaluru,Home,1,6,21,63,5,1,33.33333333333333,Bowled,0,5,Loss,No,26,0,Low
102636,2012,2023-10-03,GT,Jaipur,Away,2,1,50,58,1,5,86.20689655172413,Run Out,1,0,Loss,Yes,34,16,Half Century
102637,2022,2026-01-03,CSK,Chennai,Away,2,1,59,43,9,4,137.2093023255814,Bowled,4,4,Win,Yes,60,0,Half Century
102638,2008,2024-04-15,CSK,Jaipur,Home,1,3,69,36,14,7,191.66666666666669,Bowled,3,3,Loss,Yes,98,0,Half Century
102639,2021,2016-03-10,GT,Hyderabad,Away,2,6,0,18,0,0,0.0,Stumped,4,0,Loss,Yes,0,0,Low
102640,2012,2020-11-30,PBKS,Lucknow,Away,2,6,31,75,4,1,41.333333333333336,Run Out,2,5,Loss,No,22,9,Good
102641,2020,2010-01-07,DC,Lucknow,Away,2,6,32,44,0,5,72.72727272727273,Not Out,0,4,Loss,No,30,2,Good
102642,2022,2019-11-10,DC,Chennai,Home,1,7,32,73,5,4,43.83561643835616,Caught,3,1,Loss,Yes,44,0,Good
102643,2012,2022-08-02,GT,Bengaluru,Away,1,4,64,50,7,6,128.0,Run Out,4,0,Win,Yes,64,0,Half Century
102644,2012,2008-12-12,DC,Kolkata,Home,2,4,54,9,2,0,600.0,Hit Wicket,4,4,Loss,No,8,46,Half Century
102645,2015,2018-03-25,KKR,Bengaluru,Home,2,4,41,57,8,1,71.9298245614035,Caught,2,3,Loss,Yes,38,3,Good
102646,2008,2016-02-02,SRH,Jaipur,Away,1,4,72,37,6,9,194.5945945945946,LBW,3,3,Loss,No,78,0,Half Century
102647,2022,2012-10-22,DC,Mumbai,Away,2,6,34,33,5,2,103.03030303030303,Stumped,4,3,Win,Yes,32,2,Good
102648,2019,2019-11-26,LSG,Hyderabad,Home,1,2,32,8,2,2,400.0,Run Out,0,1,Loss,Yes,20,12,Good
102649,2018,2014-05-26,GT,Lucknow,Home,1,4,10,5,1,0,200.0,Hit Wicket,2,0,Loss,No,4,6,Low
102650,2008,2009-03-18,MI,Mumbai,Home,2,3,24,5,3,1,480.0,Run Out,4,4,Loss,Yes,18,6,Low
102651,2017,2024-08-19,GT,Delhi,Home,1,1,35,52,0,4,67.3076923076923,Caught,2,4,Loss,No,24,11,Good
102652,2023,2009-10-24,LSG,Kolkata,Home,2,2,19,14,1,0,135.71428571428572,Stumped,2,2,Win,No,4,15,Low
102653,2010,2010-08-14,CSK,Dharamsala,Home,2,6,36,26,0,4,138.46153846153845,Caught,1,2,Win,No,24,12,Good
102654,2022,2022-03-26,MI,Kolkata,Home,2,7,5,32,1,0,15.625,Caught,3,3,Loss,Yes,4,1,Low
102655,2024,2021-03-29,RR,Mumbai,Home,2,5,50,40,9,7,125.0,LBW,1,4,Loss,Yes,78,0,Half Century
102656,2008,2020-02-20,CSK,Lucknow,Home,1,6,36,53,3,1,67.9245283018868,Stumped,4,5,Loss,Yes,18,18,Good
102657,2013,2016-12-04,SRH,Kolkata,Home,1,1,6,1,1,0,600.0,Bowled,2,4,Win,Yes,4,2,Low
102658,2023,2019-09-20,SRH,Bengaluru,Away,1,1,38,57,7,3,66.66666666666666,Stumped,3,3,Win,Yes,46,0,Good
102659,2015,2009-08-14,KKR,Lucknow,Away,1,2,40,41,5,4,97.5609756097561,Bowled,1,4,Loss,Yes,44,0,Good
102660,2020,2018-02-12,GT,Lucknow,Away,1,4,18,15,4,1,120.0,Run Out,4,2,Loss,No,22,0,Low
102661,2022,2009-09-25,DC,Hyderabad,Away,1,3,48,74,4,5,64.86486486486487,Run Out,2,0,Loss,Yes,46,2,Good
102662,2019,2018-03-29,PBKS,Delhi,Home,1,5,13,42,1,2,30.952380952380953,Stumped,4,3,Win,No,16,0,Low
102663,2011,2025-05-20,CSK,Mumbai,Away,2,4,18,56,1,2,32.142857142857146,LBW,2,0,Loss,No,16,2,Low
102664,2009,2022-11-07,RR,Bengaluru,Away,1,5,37,69,0,4,53.62318840579711,Caught,1,4,Win,No,24,13,Good
102665,2021,2015-07-22,MI,Chennai,Away,1,4,11,41,0,1,26.82926829268293,Stumped,2,5,Win,Yes,6,5,Low
102666,2025,2021-04-05,KKR,Kolkata,Away,1,4,33,80,5,1,41.25,LBW,2,2,Win,No,26,7,Good
102667,2018,2024-07-01,GT,Lucknow,Home,1,6,44,52,10,3,84.61538461538461,Run Out,2,1,Win,No,58,0,Good
102668,2011,2023-03-19,LSG,Hyderabad,Home,2,4,60,66,12,9,90.9090909090909,Stumped,2,3,Win,Yes,102,0,Half Century
102669,2023,2008-11-05,DC,Lucknow,Away,1,5,0,36,0,0,0.0,Caught,0,4,Win,Yes,0,0,Low
102670,2016,2010-04-27,KKR,Kolkata,Home,2,2,42,66,0,6,63.63636363636363,Hit Wicket,2,1,Win,No,36,6,Good
102671,2016,2015-12-17,RR,Delhi,Home,1,7,20,70,4,1,28.57142857142857,Caught,2,0,Win,No,22,0,Low
102672,2020,2013-05-02,MI,Kolkata,Home,2,3,22,65,1,3,33.84615384615385,Hit Wicket,1,3,Win,No,22,0,Low
102673,2022,2021-04-17,LSG,Hyderabad,Away,1,2,68,57,13,10,119.29824561403508,Hit Wicket,0,1,Loss,Yes,112,0,Half Century
102674,2024,2017-08-31,KKR,Lucknow,Away,2,3,59,69,5,6,85.5072463768116,Run Out,1,2,Win,Yes,56,3,Half Century
102675,2014,2008-10-01,KKR,Jaipur,Away,1,4,0,23,0,0,0.0,Caught,1,3,Loss,Yes,0,0,Low
102676,2015,2008-08-30,LSG,Delhi,Away,1,2,29,6,1,3,483.3333333333333,Bowled,3,1,Win,No,22,7,Low
102677,2017,2021-12-12,MI,Lucknow,Away,1,7,33,64,1,3,51.5625,Hit Wicket,2,1,Win,Yes,22,11,Good
102678,2011,2009-08-31,CSK,Hyderabad,Away,2,5,43,31,6,6,138.70967741935485,LBW,1,1,Loss,No,60,0,Good
102679,2010,2014-10-20,MI,Lucknow,Away,1,3,0,59,0,0,0.0,Hit Wicket,4,1,Win,Yes,0,0,Low
102680,2024,2015-04-19,LSG,Hyderabad,Home,1,6,1,5,0,0,20.0,Bowled,0,5,Loss,Yes,0,1,Low
102681,2017,2017-09-09,MI,Mumbai,Away,1,7,19,34,4,0,55.88235294117647,LBW,3,5,Loss,Yes,16,3,Low
102682,2008,2017-08-20,SRH,Ahmedabad,Away,2,4,22,41,3,1,53.65853658536586,Caught,0,1,Win,No,18,4,Low
