Match_ID,Season,Match_Date,Opponent,Venue,Home_Away,Innings,Batting_Position,Runs,Balls,Fours,Sixes,Strike_Rate,Dismissal,Catches,Wickets,Result,Player_of_the_Match
102571,2008,2010-06-16,GT,Bengaluru,Home,1,2,17,13,0,1,130.77,Stumped,0,3,Win,Yes
102572,2016,2024-01-31,RR,Kolkata,Away,1,4,40,58,8,6,68.97,LBW,3,1,Win,Yes
102573,2009,2022-02-20,RR,Dharamsala,Home,1,4,31,69,7,1,44.93,Run Out,4,2,Win,Yes
102574,2014,2022-05-24,RR,Ahmedabad,Home,2,5,63,21,8,0,300.0,Stumped,1,4,Loss,Yes
102575,2024,2015-03-18,SRH,Delhi,Away,2,6,50,35,9,8,142.86,Hit Wicket,2,1,Loss,Yes
102576,2015,2021-10-25,CSK,Lucknow,Away,2,2,53,59,6,2,89.83,Hit Wicket,3,1,Win,Yes
102577,2017,2008-05-12,SRH,Chennai,Home,1,6,22,14,2,0,157.14,Caught,2,0,Loss,No
102578,2014,2014-01-09,RR,Chennai,Away,1,4,42,28,6,2,150.0,Bowled,4,4,Win,No
102579,2022,2009-01-06,PBKS,Delhi,Away,1,2,12,47,2,0,25.53,Caught,2,2,Win,No
102580,2018,2014-03-30,PBKS,Delhi,Away,2,5,61,62,9,2,98.39,Bowled,4,0,Loss,No
102581,2015,2019-08-21,CSK,Jaipur,Home,2,2,26,21,3,2,123.81,Stumped,4,3,Loss,No
102582,2013,2021-06-14,LSG,Ahmedabad,Home,2,6,27,33,3,1,81.82,LBW,1,2,Win,No
102583,2015,2008-05-05,MI,Ahmedabad,Away,1,4,30,16,1,4,187.5,Stumped,2,1,Win,Yes
102584,2018,2018-09-26,LSG,Chennai,Away,1,1,97,42,6,1,230.95,LBW,4,0,Loss,No
102585,2015,2024-12-14,GT,Lucknow,Away,2,1,21,22,5,0,95.45,Run Out,3,2,Loss,Yes
102586,2008,2016-10-06,SRH,Kolkata,Away,1,4,68,40,3,2,170.0,Run Out,4,0,Loss,Yes
102587,2021,2010-01-13,PBKS,Ahmedabad,Home,1,6,26,45,1,2,57.78,Caught,1,0,Loss,Yes
102588,2008,2013-12-31,MI,Chennai,Away,1,1,30,22,6,4,136.36,Caught,1,1,Loss,Yes
102589,2016,2025-01-22,LSG,Delhi,Home,2,7,58,48,6,6,120.83,Not Out,4,4,Loss,Yes
102590,2009,2009-09-05,CSK,Delhi,Home,2,1,40,36,4,1,111.11,Bowled,3,2,Loss,Yes
102591,2015,2024-02-13,LSG,Hyderabad,Home,2,6,23,46,5,2,50.0,Run Out,4,5,Loss,No
102592,2021,2013-01-29,GT,Dharamsala,Home,2,4,28,76,3,0,36.84,Not Out,2,2,Loss,Yes
102593,2020,2018-03-30,SRH,Bengaluru,Away,1,3,33,40,5,4,82.5,LBW,4,1,Win,No
102594,2015,2021-01-27,MI,Kolkata,Away,2,3,25,56,5,0,44.64,Not Out,4,1,Loss,No
102595,2008,2022-02-21,SRH,Kolkata,Away,1,7,13,40,3,0,32.5,Hit Wicket,2,3,Win,Yes
102596,2009,2010-04-13,LSG,Delhi,Home,2,7,0,50,0,0,0.0,Caught,2,3,Win,Yes
102597,2016,2016-01-15,PBKS,Bengaluru,Away,2,7,22,78,2,1,28.21,Stumped,1,2,Win,No
102598,2022,2025-06-04,RR,Bengaluru,Away,2,2,20,54,5,2,37.04,Hit Wicket,3,2,Loss,No
102599,2012,2015-09-14,CSK,Chennai,Home,1,7,68,43,9,6,158.14,Caught,4,3,Loss,No
102600,2013,2011-11-01,GT,Dharamsala,Home,2,2,21,80,2,3,26.25,Run Out,1,2,Loss,Yes
102601,2012,2009-08-24,DC,Lucknow,Away,1,5,35,35,8,2,100.0,Bowled,2,0,Loss,Yes
102602,2021,2020-12-13,RR,Ahmedabad,Away,2,6,35,29,8,2,120.69,Run Out,1,0,Win,No
102603,2013,2022-02-02,PBKS,Hyderabad,Home,2,5,50,40,2,0,125.0,Bowled,0,2,Win,No
102604,2015,2012-11-18,PBKS,Hyderabad,Home,2,2,52,9,8,7,577.78,Bowled,3,4,Win,No
102605,2019,2021-10-28,DC,Kolkata,Home,1,1,78,37,2,7,210.81,Bowled,3,0,Win,Yes
102606,2024,2016-09-04,PBKS,Delhi,Home,1,1,67,68,9,3,98.53,Stumped,3,3,Win,Yes
102607,2010,2013-04-14,GT,Lucknow,Home,2,4,31,21,3,3,147.62,Hit Wicket,3,3,Loss,No
102608,2015,2017-08-17,RR,Ahmedabad,Away,1,5,27,40,2,2,67.5,Bowled,2,2,Loss,Yes
102609,2018,2023-11-26,PBKS,Kolkata,Away,2,3,40,15,6,4,266.67,Bowled,4,1,Win,Yes
102610,2025,2022-02-28,KKR,Kolkata,Home,2,3,39,25,1,1,156.0,LBW,0,2,Win,No
102611,2008,2011-07-05,SRH,Delhi,Home,1,6,60,56,0,6,107.14,LBW,2,3,Win,No
102612,2017,2019-09-01,GT,Hyderabad,Home,2,6,64,14,13,4,457.14,Stumped,1,4,Win,No
102613,2022,2013-11-19,MI,Chennai,Away,1,6,16,7,3,0,228.57,Bowled,1,2,Win,No
102614,2024,2022-03-15,DC,Ahmedabad,Away,2,5,42,15,2,5,280.0,Not Out,1,4,Win,No
102615,2019,2010-02-23,SRH,Jaipur,Home,2,3,28,75,6,2,37.33,Bowled,3,2,Win,Yes
102616,2008,2014-01-29,CSK,Jaipur,Home,2,5,76,39,4,8,194.87,LBW,3,3,Loss,No
102617,2008,2025-12-15,CSK,Lucknow,Away,2,4,18,63,0,0,28.57,Caught,2,5,Win,No
102618,2023,2011-07-05,RR,Bengaluru,Home,1,6,23,65,5,0,35.38,Run Out,2,0,Loss,Yes
102619,2023,2013-09-15,PBKS,Hyderabad,Home,1,5,42,32,10,4,131.25,Hit Wicket,3,0,Win,No
102620,2016,2016-02-23,GT,Jaipur,Home,1,6,41,63,5,2,65.08,Hit Wicket,1,5,Win,No
102621,2023,2023-09-17,LSG,Jaipur,Home,2,3,25,46,3,4,54.35,Stumped,0,4,Loss,Yes
102622,2018,2016-06-23,SRH,Hyderabad,Home,1,1,14,54,3,2,25.93,Run Out,2,4,Win,No
102623,2016,2017-06-06,MI,Jaipur,Away,2,3,51,41,1,3,124.39,Bowled,4,1,Win,Yes
102624,2016,2016-08-16,CSK,Lucknow,Home,1,2,50,48,6,6,104.17,Bowled,4,0,Loss,No
102625,2017,2020-10-23,SRH,Dharamsala,Away,1,4,26,71,6,4,36.62,Caught,4,5,Loss,Yes
102626,2009,2016-02-02,KKR,Ahmedabad,Home,1,7,58,34,11,3,170.59,Bowled,4,3,Loss,Yes
102627,2021,2013-11-29,KKR,Kolkata,Home,1,4,46,16,9,0,287.5,Caught,3,0,Win,No
102628,2015,2018-10-06,MI,Lucknow,Away,1,7,48,45,3,6,106.67,Bowled,3,0,Win,Yes
102629,2021,2012-07-10,RR,Hyderabad,Away,2,6,22,27,3,2,81.48,Bowled,4,3,Loss,Yes
102630,2008,2014-12-23,MI,Bengaluru,Home,1,7,19,21,3,1,90.48,LBW,1,0,Win,No
102631,2017,2023-11-17,SRH,Kolkata,Away,1,5,28,17,5,3,164.71,Caught,0,0,Win,Yes
102632,2021,2023-05-19,RR,Lucknow,Away,1,2,20,18,5,0,111.11,Stumped,2,4,Win,Yes
102633,2013,2019-07-26,CSK,Ahmedabad,Away,2,2,86,78,12,6,110.26,Stumped,3,3,Loss,No
102634,2013,2019-09-02,CSK,Kolkata,Home,1,2,44,54,5,4,81.48,Stumped,0,2,Loss,Yes
102635,2013,2023-04-10,PBKS,Bengaluru,Home,1,6,21,63,5,1,33.33,Bowled,0,5,Loss,No
102636,2012,2023-10-03,GT,Jaipur,Away,2,1,50,58,1,5,86.21,Run Out,1,0,Loss,Yes
102637,2022,2026-01-03,CSK,Chennai,Away,2,1,59,43,9,4,137.21,Bowled,4,4,Win,Yes
102638,2008,2024-04-15,CSK,Jaipur,Home,1,3,69,36,14,7,191.67,Bowled,3,3,Loss,Yes
102639,2021,2016-03-10,GT,Hyderabad,Away,2,6,0,18,0,0,0.0,Stumped,4,0,Loss,Yes
102640,2012,2020-11-30,PBKS,Lucknow,Away,2,6,31,75,4,1,41.33,Run Out,2,5,Loss,No
102641,2020,2010-01-07,DC,Lucknow,Away,2,6,32,44,0,5,72.73,Not Out,0,4,Loss,No
102642,2022,2019-11-10,DC,Chennai,Home,1,7,32,73,5,4,43.84,Caught,3,1,Loss,Yes
102643,2012,2022-08-02,GT,Bengaluru,Away,1,4,64,50,7,6,128.0,Run Out,4,0,Win,Yes
102644,2012,2008-12-12,DC,Kolkata,Home,2,4,54,9,2,0,600.0,Hit Wicket,4,4,Loss,No
102645,2015,2018-03-25,KKR,Bengaluru,Home,2,4,41,57,8,1,71.93,Caught,2,3,Loss,Yes
102646,2008,2016-02-02,SRH,Jaipur,Away,1,4,72,37,6,9,194.59,LBW,3,3,Loss,No
102647,2022,2012-10-22,DC,Mumbai,Away,2,6,34,33,5,2,103.03,Stumped,4,3,Win,Yes
102648,2019,2019-11-26,LSG,Hyderabad,Home,1,2,32,8,2,2,400.0,Run Out,0,1,Loss,Yes
102649,2018,2014-05-26,GT,Lucknow,Home,1,4,10,5,1,0,200.0,Hit Wicket,2,0,Loss,No
102650,2008,2009-03-18,MI,Mumbai,Home,2,3,24,5,3,1,480.0,Run Out,4,4,Loss,Yes
102651,2017,2024-08-19,GT,Delhi,Home,1,1,35,52,0,4,67.31,Caught,2,4,Loss,No
102652,2023,2009-10-24,LSG,Kolkata,Home,2,2,19,14,1,0,135.71,Stumped,2,2,Win,No
102653,2010,2010-08-14,CSK,Dharamsala,Home,2,6,36,26,0,4,138.46,Caught,1,2,Win,No
102654,2022,2022-03-26,MI,Kolkata,Home,2,7,5,32,1,0,15.62,Caught,3,3,Loss,Yes
102655,2024,2021-03-29,RR,Mumbai,Home,2,5,50,40,9,7,125.0,LBW,1,4,Loss,Yes
102656,2008,2020-02-20,CSK,Lucknow,Home,1,6,36,53,3,1,67.92,Stumped,4,5,Loss,Yes
102657,2013,2016-12-04,SRH,Kolkata,Home,1,1,6,1,1,0,600.0,Bowled,2,4,Win,Yes
102658,2023,2019-09-20,SRH,Bengaluru,Away,1,1,38,57,7,3,66.67,Stumped,3,3,Win,Yes
102659,2015,2009-08-14,KKR,Lucknow,Away,1,2,40,41,5,4,97.56,Bowled,1,4,Loss,Yes
102660,2020,2018-02-12,GT,Lucknow,Away,1,4,18,15,4,1,120.0,Run Out,4,2,Loss,No
102661,2022,2009-09-25,DC,Hyderabad,Away,1,3,48,74,4,5,64.86,Run Out,2,0,Loss,Yes
102662,2019,2018-03-29,PBKS,Delhi,Home,1,5,13,42,1,2,30.95,Stumped,4,3,Win,No
102663,2011,2025-05-20,CSK,Mumbai,Away,2,4,18,56,1,2,32.14,LBW,2,0,Loss,No
102664,2009,2022-11-07,RR,Bengaluru,Away,1,5,37,69,0,4,53.62,Caught,1,4,Win,No
102665,2021,2015-07-22,MI,Chennai,Away,1,4,11,41,0,1,26.83,Stumped,2,5,Win,Yes
102666,2025,2021-04-05,KKR,Kolkata,Away,1,4,33,80,5,1,41.25,LBW,2,2,Win,No
102667,2018,2024-07-01,GT,Lucknow,Home,1,6,44,52,10,3,84.62,Run Out,2,1,Win,No
102668,2011,2023-03-19,LSG,Hyderabad,Home,2,4,60,66,12,9,90.91,Stumped,2,3,Win,Yes
102669,2023,2008-11-05,DC,Lucknow,Away,1,5,0,36,0,0,0.0,Caught,0,4,Win,Yes
102670,2016,2010-04-27,KKR,Kolkata,Home,2,2,42,66,0,6,63.64,Hit Wicket,2,1,Win,No
102671,2016,2015-12-17,RR,Delhi,Home,1,7,20,70,4,1,28.57,Caught,2,0,Win,No
102672,2020,2013-05-02,MI,Kolkata,Home,2,3,22,65,1,3,33.85,Hit Wicket,1,3,Win,No
102673,2022,2021-04-17,LSG,Hyderabad,Away,1,2,68,57,13,10,119.3,Hit Wicket,0,1,Loss,Yes
102674,2024,2017-08-31,KKR,Lucknow,Away,2,3,59,69,5,6,85.51,Run Out,1,2,Win,Yes
102675,2014,2008-10-01,KKR,Jaipur,Away,1,4,0,23,0,0,0.0,Caught,1,3,Loss,Yes
102676,2015,2008-08-30,LSG,Delhi,Away,1,2,29,6,1,3,483.33,Bowled,3,1,Win,No
102677,2017,2021-12-12,MI,Lucknow,Away,1,7,33,64,1,3,51.56,Hit Wicket,2,1,Win,Yes
102678,2011,2009-08-31,CSK,Hyderabad,Away,2,5,43,31,6,6,138.71,LBW,1,1,Loss,No
102679,2010,2014-10-20,MI,Lucknow,Away,1,3,0,59,0,0,0.0,Hit Wicket,4,1,Win,Yes
102680,2024,2015-04-19,LSG,Hyderabad,Home,1,6,1,5,0,0,20.0,Bowled,0,5,Loss,Yes
102681,2017,2017-09-09,MI,Mumbai,Away,1,7,19,34,4,0,55.88,LBW,3,5,Loss,Yes
102682,2008,2017-08-20,SRH,Ahmedabad,Away,2,4,22,41,3,1,53.66,Caught,0,1,Win,No
102683,2012,2013-01-14,LSG,Dharamsala,Home,1,6,33,45,0,3,73.33,Stumped,0,0,Loss,Yes
102684,2024,2016-09-13,MI,Chennai,Home,1,4,24,4,2,0,600.0,LBW,3,3,Loss,Yes
102685,2015,2023-01-12,DC,Mumbai,Away,1,2,34,11,5,2,309.09,LBW,0,2,Win,Yes
102686,2008,2025-11-09,KKR,Lucknow,Home,2,7,63,46,5,0,136.96,Bowled,4,4,Win,No
102687,2020,2020-07-29,MI,Mumbai,Home,1,6,24,54,0,2,44.44,Stumped,3,0,Win,No
102688,2010,2013-06-28,PBKS,Kolkata,Home,1,6,26,32,6,1,81.25,Run Out,0,2,Loss,No
102689,2012,2025-12-22,DC,Lucknow,Home,2,3,52,65,12,3,80.0,Bowled,3,3,Loss,Yes
102690,2025,2025-04-14,RR,Lucknow,Home,2,6,30,25,3,0,120.0,Hit Wicket,3,4,Win,No
102691,2025,2017-07-10,DC,Chennai,Home,2,7,33,66,0,2,50.0,Stumped,4,5,Win,No
102692,2008,2015-05-12,CSK,Lucknow,Home,1,1,39,28,7,3,139.29,Run Out,0,1,Loss,No
102693,2016,2018-11-06,DC,Dharamsala,Home,2,6,10,10,1,0,100.0,LBW,1,0,Loss,No
102694,2024,2017-03-07,RR,Ahmedabad,Home,2,4,39,62,4,6,62.9,Run Out,4,2,Win,No
102695,2012,2013-03-18,SRH,Hyderabad,Home,1,5,58,38,4,1,152.63,Not Out,0,1,Win,Yes
102696,2021,2019-11-20,DC,Lucknow,Home,1,2,3,46,0,0,6.52,Hit Wicket,2,0,Loss,Yes
102697,2020,2008-09-14,KKR,Hyderabad,Away,1,3,55,62,11,6,88.71,Bowled,4,3,Win,No
102698,2014,2017-04-10,GT,Lucknow,Home,1,1,31,59,5,1,52.54,LBW,4,2,Win,No
102699,2020,2014-04-19,KKR,Dharamsala,Home,2,5,37,79,9,6,46.84,Bowled,1,2,Loss,Yes
102700,2024,2022-12-14,LSG,Jaipur,Home,1,3,49,24,9,8,204.17,Caught,1,3,Win,No
102701,2023,2024-06-09,PBKS,Ahmedabad,Away,1,7,32,35,7,3,91.43,Not Out,2,0,Loss,No
102702,2025,2009-10-25,PBKS,Jaipur,Away,2,5,20,44,4,3,45.45,Caught,1,3,Win,Yes
102703,2016,2008-10-08,RR,Ahmedabad,Home,1,3,0,52,0,0,0.0,Stumped,0,4,Loss,No
102704,2021,2022-04-24,PBKS,Kolkata,Home,2,6,23,61,5,1,37.7,Stumped,4,0,Loss,Yes
102705,2021,2021-03-21,CSK,Hyderabad,Away,2,1,19,65,1,2,29.23,Not Out,0,0,Loss,No
102706,2025,2024-04-22,SRH,Ahmedabad,Home,1,5,38,19,6,2,200.0,Not Out,1,3,Win,Yes
102707,2013,2019-04-19,LSG,Dharamsala,Away,2,6,32,22,1,4,145.45,Caught,0,3,Loss,No
102708,2019,2012-08-18,GT,Kolkata,Home,2,1,89,36,6,7,247.22,LBW,1,3,Loss,No
102709,2008,2019-05-10,CSK,Hyderabad,Away,1,1,0,33,0,0,0.0,Caught,2,5,Loss,Yes
102710,2022,2016-08-01,SRH,Bengaluru,Home,1,3,20,31,0,0,64.52,Run Out,3,5,Loss,Yes
102711,2021,2020-01-19,KKR,Chennai,Away,1,5,63,40,8,4,157.5,Hit Wicket,3,4,Loss,Yes
102712,2023,2023-10-06,DC,Hyderabad,Away,2,5,76,42,8,7,180.95,Hit Wicket,2,5,Win,No
102713,2010,2009-08-21,RR,Kolkata,Home,2,1,17,46,3,2,36.96,Bowled,3,3,Loss,Yes
102714,2011,2018-12-17,PBKS,Kolkata,Home,1,7,11,33,0,0,33.33,Caught,3,2,Loss,Yes
102715,2014,2010-07-12,SRH,Hyderabad,Away,2,4,19,60,0,3,31.67,Caught,1,0,Loss,No
102716,2014,2024-12-02,RR,Bengaluru,Away,1,6,55,38,2,7,144.74,Stumped,4,1,Loss,Yes
102717,2024,2020-07-31,CSK,Ahmedabad,Away,2,6,0,60,0,0,0.0,LBW,1,0,Win,Yes
102718,2020,2022-08-28,DC,Dharamsala,Home,2,2,65,41,9,6,158.54,Run Out,3,2,Win,No
102719,2020,2018-10-11,LSG,Chennai,Home,1,1,30,27,1,2,111.11,Run Out,2,5,Win,Yes
102720,2016,2008-12-15,GT,Kolkata,Home,2,7,36,18,2,6,200.0,Run Out,0,5,Loss,No
102721,2020,2015-07-16,PBKS,Bengaluru,Away,2,6,33,30,2,5,110.0,Not Out,0,5,Loss,Yes
102722,2018,2013-04-24,KKR,Lucknow,Away,1,1,21,10,3,0,210.0,Not Out,4,2,Win,No
102723,2022,2013-04-29,KKR,Mumbai,Home,2,4,38,49,8,6,77.55,LBW,4,5,Loss,No
102724,2012,2017-06-18,CSK,Jaipur,Home,2,6,11,4,1,0,275.0,Run Out,2,5,Win,No
102725,2013,2022-04-07,RR,Bengaluru,Away,2,3,0,69,0,0,0.0,Stumped,1,1,Win,No
102726,2025,2017-03-15,KKR,Hyderabad,Home,1,6,36,41,6,0,87.8,LBW,3,0,Loss,Yes
102727,2019,2010-04-03,GT,Dharamsala,Away,1,3,60,47,15,8,127.66,Caught,4,2,Win,No
102728,2014,2014-04-15,PBKS,Jaipur,Home,1,1,48,9,9,7,533.33,LBW,1,3,Loss,Yes
102729,2020,2014-07-07,SRH,Mumbai,Away,1,7,71,20,13,5,355.0,Bowled,1,1,Loss,No
102730,2009,2024-12-04,LSG,Mumbai,Home,2,6,20,14,2,0,142.86,Caught,4,1,Loss,Yes
102731,2025,2021-10-11,PBKS,Kolkata,Away,2,1,0,39,0,0,0.0,Hit Wicket,4,3,Win,Yes
102732,2008,2019-12-26,MI,Jaipur,Home,1,3,22,43,5,0,51.16,Bowled,0,4,Win,No
102733,2008,2015-12-02,MI,Lucknow,Home,2,6,2,7,0,0,28.57,Hit Wicket,4,5,Win,Yes
102734,2011,2025-09-28,DC,Mumbai,Home,1,1,87,53,13,9,164.15,Stumped,3,2,Win,Yes
102735,2017,2017-12-10,GT,Hyderabad,Away,1,7,22,19,5,2,115.79,Run Out,4,4,Win,Yes
102736,2022,2014-04-18,LSG,Lucknow,Away,1,4,34,75,5,4,45.33,Hit Wicket,1,0,Win,Yes
102737,2015,2013-04-27,CSK,Delhi,Away,2,3,5,48,1,0,10.42,Hit Wicket,3,3,Win,Yes
102738,2008,2014-09-12,RR,Bengaluru,Away,2,4,51,31,8,6,164.52,LBW,0,2,Win,No
102739,2012,2024-07-14,RR,Kolkata,Home,2,4,37,17,2,2,217.65,LBW,4,5,Win,Yes
102740,2021,2010-07-05,DC,Dharamsala,Away,1,4,31,47,7,2,65.96,Not Out,4,2,Win,No
102741,2024,2012-10-13,DC,Delhi,Home,2,5,38,67,4,6,56.72,Not Out,3,1,Win,Yes
102742,2008,2018-01-06,SRH,Jaipur,Away,1,4,52,79,3,2,65.82,Run Out,4,2,Loss,Yes
102743,2012,2013-09-05,SRH,Lucknow,Home,2,2,43,11,3,4,390.91,LBW,4,0,Loss,Yes
102744,2013,2025-11-12,KKR,Lucknow,Home,1,4,11,12,1,1,91.67,Not Out,0,0,Loss,No
102745,2008,2011-04-16,SRH,Dharamsala,Away,1,6,0,35,0,0,0.0,Not Out,2,0,Win,Yes
102746,2014,2012-06-21,DC,Mumbai,Away,2,6,45,55,7,0,81.82,Stumped,3,3,Loss,No
102747,2023,2022-10-13,KKR,Bengaluru,Home,1,3,30,11,0,4,272.73,Stumped,4,1,Loss,Yes
102748,2020,2008-09-11,CSK,Lucknow,Away,2,2,28,61,7,4,45.9,Bowled,1,2,Win,No
102749,2014,2021-07-24,DC,Dharamsala,Home,2,4,33,18,7,3,183.33,LBW,1,3,Loss,No
102750,2018,2009-05-15,KKR,Mumbai,Away,2,3,55,24,1,1,229.17,Caught,4,2,Win,No
102751,2014,2020-03-17,DC,Dharamsala,Away,2,4,0,69,0,0,0.0,Stumped,2,0,Win,No
102752,2024,2026-01-18,PBKS,Ahmedabad,Away,1,6,37,8,6,4,462.5,Not Out,1,5,Loss,Yes
102753,2012,2022-10-07,MI,Chennai,Away,2,6,0,40,0,0,0.0,Not Out,3,3,Win,No
102754,2014,2024-05-22,SRH,Mumbai,Home,2,7,58,74,5,9,78.38,Hit Wicket,2,5,Win,Yes
102755,2011,2024-04-09,LSG,Jaipur,Away,1,4,38,23,0,0,165.22,Run Out,2,4,Loss,No
102756,2012,2017-04-16,DC,Lucknow,Away,2,6,65,46,9,9,141.3,Not Out,3,4,Win,No
102757,2025,2022-05-11,KKR,Chennai,Home,2,2,4,6,0,0,66.67,Stumped,2,0,Loss,Yes
102758,2020,2012-05-19,RR,Mumbai,Away,1,3,25,63,2,4,39.68,Not Out,0,2,Loss,No
102759,2011,2022-06-25,MI,Lucknow,Home,1,2,6,1,1,1,600.0,Run Out,2,1,Loss,No
102760,2021,2016-02-19,KKR,Dharamsala,Away,1,4,4,67,0,0,5.97,Not Out,0,2,Loss,Yes
102761,2018,2009-09-23,KKR,Kolkata,Away,2,6,35,27,3,3,129.63,Stumped,2,3,Loss,No
102762,2022,2013-01-24,PBKS,Chennai,Away,1,2,18,43,4,3,41.86,Caught,0,2,Loss,No
102763,2010,2014-01-20,MI,Ahmedabad,Away,1,1,12,10,1,2,120.0,Run Out,3,0,Loss,No
102764,2020,2024-03-04,SRH,Dharamsala,Away,1,4,10,35,1,0,28.57,Hit Wicket,0,5,Win,No
102765,2015,2016-07-21,SRH,Hyderabad,Home,1,6,39,7,3,3,557.14,LBW,2,4,Loss,No
102766,2020,2019-04-11,DC,Jaipur,Home,2,6,54,61,8,1,88.52,Bowled,0,5,Win,No
102767,2022,2016-12-14,PBKS,Hyderabad,Home,2,1,30,24,3,5,125.0,Bowled,1,3,Loss,No
102768,2020,2023-12-14,PBKS,Delhi,Home,2,1,26,75,6,0,34.67,Run Out,2,4,Loss,Yes
102769,2008,2009-09-05,SRH,Kolkata,Away,2,4,32,19,0,2,168.42,Caught,0,5,Loss,No
102770,2009,2015-01-13,LSG,Mumbai,Home,1,6,24,27,5,2,88.89,Not Out,3,1,Loss,No
102771,2013,2019-02-14,KKR,Dharamsala,Away,2,3,34,75,7,3,45.33,LBW,0,5,Win,No
102772,2010,2012-05-19,SRH,Dharamsala,Home,2,7,13,42,2,2,30.95,Caught,1,4,Win,Yes
102773,2015,2013-02-27,CSK,Kolkata,Home,1,1,20,51,2,3,39.22,Run Out,1,0,Loss,Yes
102774,2019,2019-07-03,GT,Mumbai,Home,2,6,34,78,1,4,43.59,Caught,1,2,Loss,No
102775,2010,2018-11-26,SRH,Jaipur,Away,2,6,24,72,5,2,33.33,Not Out,1,2,Loss,Yes
102776,2021,2012-09-01,MI,Chennai,Home,1,7,27,71,6,1,38.03,LBW,1,4,Win,No
102777,2024,2022-01-12,GT,Mumbai,Away,2,4,6,25,1,1,24.0,Hit Wicket,1,3,Loss,No
102778,2021,2014-07-05,RR,Jaipur,Home,1,7,73,59,4,8,123.73,Caught,0,1,Loss,Yes
102779,2024,2020-07-19,MI,Lucknow,Away,1,5,19,41,2,0,46.34,Stumped,2,5,Win,No
102780,2024,2008-07-13,CSK,Bengaluru,Away,2,4,45,63,9,7,71.43,Caught,2,2,Win,No
102781,2025,2025-08-10,LSG,Hyderabad,Away,1,2,53,25,4,6,212.0,LBW,1,2,Loss,No
102782,2016,2024-12-22,SRH,Kolkata,Home,1,2,1,62,0,0,1.61,Not Out,3,5,Win,No
102783,2008,2012-05-12,DC,Ahmedabad,Away,1,3,5,27,0,0,18.52,Caught,0,2,Loss,Yes
102784,2018,2022-07-02,MI,Delhi,Away,2,4,25,17,6,3,147.06,Bowled,4,0,Win,No
102785,2019,2021-06-21,GT,Ahmedabad,Home,1,5,14,53,2,2,26.42,Run Out,4,0,Loss,No
102786,2015,2017-01-06,SRH,Jaipur,Home,2,5,54,79,7,8,68.35,Hit Wicket,2,4,Loss,No
102787,2019,2018-06-13,CSK,Kolkata,Home,2,2,0,79,0,0,0.0,Bowled,3,0,Loss,No
102788,2016,2019-01-02,GT,Ahmedabad,Away,2,2,22,31,3,1,70.97,Not Out,1,0,Loss,No
102789,2019,2016-11-23,CSK,Dharamsala,Home,1,5,36,71,7,2,50.7,Bowled,3,2,Win,Yes
102790,2008,2009-08-20,RR,Dharamsala,Home,1,4,0,41,0,0,0.0,Run Out,0,5,Loss,No
102791,2017,2009-01-08,RR,Dharamsala,Home,2,7,38,74,2,2,51.35,Caught,1,3,Win,Yes
102792,2015,2013-11-01,MI,Hyderabad,Away,2,5,53,31,3,5,170.97,LBW,2,1,Win,No
102793,2013,2019-08-05,KKR,Mumbai,Away,2,2,6,1,1,1,600.0,Bowled,4,4,Loss,No
102794,2015,2009-05-11,GT,Ahmedabad,Home,2,1,30,75,3,3,40.0,Stumped,3,3,Loss,No
102795,2018,2008-07-18,MI,Delhi,Away,1,6,22,47,1,3,46.81,Stumped,4,1,Win,Yes
102796,2022,2022-01-09,DC,Chennai,Home,2,2,14,52,2,0,26.92,LBW,4,3,Loss,Yes
102797,2008,2015-10-03,PBKS,Mumbai,Away,2,5,26,55,3,2,47.27,Bowled,4,1,Loss,No
102798,2025,2010-04-29,LSG,Ahmedabad,Home,2,3,35,65,8,2,53.85,Hit Wicket,3,0,Win,Yes
102799,2019,2012-09-07,SRH,Jaipur,Away,1,6,20,19,4,2,105.26,LBW,3,0,Win,Yes
102800,2009,2017-06-18,SRH,Ahmedabad,Home,1,4,40,9,2,4,444.44,Not Out,2,0,Loss,Yes
102801,2013,2019-02-20,LSG,Jaipur,Home,2,2,0,58,0,0,0.0,Caught,4,2,Win,No
102802,2011,2019-01-18,DC,Bengaluru,Away,1,5,18,25,4,0,72.0,Caught,2,4,Loss,No
102803,2024,2012-11-15,SRH,Lucknow,Home,2,1,21,55,3,3,38.18,Run Out,3,2,Loss,No
102804,2019,2020-12-12,RR,Ahmedabad,Home,2,6,40,42,4,0,95.24,Run Out,2,0,Win,No
102805,2008,2014-11-18,MI,Chennai,Away,2,3,14,69,0,0,20.29,Not Out,4,5,Loss,Yes
102806,2014,2015-12-24,GT,Lucknow,Away,1,1,5,47,1,0,10.64,LBW,4,0,Win,Yes
102807,2017,2010-03-20,RR,Bengaluru,Away,1,4,25,39,3,0,64.1,Caught,0,4,Loss,No
102808,2020,2018-02-02,CSK,Kolkata,Away,1,1,18,3,2,3,600.0,Caught,2,5,Loss,No
102809,2025,2015-01-16,MI,Lucknow,Home,2,5,31,17,0,5,182.35,Not Out,2,3,Win,No
102810,2021,2022-11-08,RR,Lucknow,Home,2,4,31,29,6,1,106.9,Run Out,1,4,Win,Yes
102811,2017,2016-06-07,RR,Lucknow,Home,1,7,69,63,7,5,109.52,LBW,2,0,Loss,No
